EpiYear,Epidemiology Wk,Start,End,year,Cholera,Paratyphoid ,Typhoid ,Acute Viral Hepatitis A,Acute Viral Hepatitis E,Poliomyelitis,Plague,Yellow Fever,Dengue ,DHF,Malaria,Chikungunya,HFMD,Diphtheria,Measles,Mumps  ,Rubella,SARS,Nipah,Acute Viral hepatitis B,Encephalitis,Legionellosis,Campylobacter enteritis,Acute Viral hepatitis C,Leptospirosis,Melioidosis,Meningococcal Infection,Pertussis,Pneumococcal Disease (invasive),Haemophilus influenzae type b,Salmonellosis(non-enteric fevers),Avian Influenza,Zika,Ebola Virus Disease,Japanese Encephalitis,Tetanus,Botulism,Murine Typhus,Acute Upper Respiratory Tract infections,Acute Conjunctivitis,Acute Diarrhoea,Chickenpox
2014,18,4/27/2014,5/3/2014,2014,0,0,2,1,0,0,0,0,251,,1,1,557,0,7,9,0,0,0,0,2,0,14,2,1,1,0,2,0,50,0,2601,81,556,17,,,,,,,
2014,19,5/4/2014,5/10/2014,2014,0,0,1,1,0,0,0,0,261,,0,1,628,0,3,4,0,0,0,3,1,0,15,1,3,0,1,2,0,47,0,2522,79,469,16,,,,,,,
2014,20,5/11/2014,5/17/2014,2014,0,1,4,2,3,0,0,0,291,,1,4,663,0,3,10,0,0,0,4,0,1,13,0,0,0,3,1,1,38,0,2630,76,477,22,,,,,,,
2014,21,5/18/2014,5/24/2014,2014,0,0,1,1,0,0,0,0,427,1,0,1,683,0,3,6,0,0,0,2,0,1,11,0,1,0,0,2,0,56,0,2754,73,477,17,,,,,,,
2014,22,5/25/2014,5/31/2014,2014,0,1,2,1,2,0,0,0,456,,1,1,793,0,1,6,0,0,0,1,1,1,13,1,4,0,1,2,0,55,0,2649,73,454,17,,,,,,,
2014,23,6/1/2014,6/7/2014,2014,0,0,0,0,0,0,0,0,458,1,2,3,689,0,1,8,1,0,0,4,1,1,10,0,0,0,1,3,0,47,0,2512,76,435,12,,,,,,,
2014,24,6/8/2014,6/14/2014,2014,0,1,1,0,3,0,0,0,506,,1,3,521,0,1,7,0,0,0,3,1,2,11,0,0,0,0,2,0,41,0,2448,79,424,13,,,,,,,
2014,25,6/15/2014,6/21/2014,2014,1,1,2,2,2,0,0,0,550,1,3,2,473,0,0,8,1,0,0,1,0,0,7,1,1,0,1,0,0,47,0,2382,74,411,14,,,,,,,
2014,26,6/22/2014,6/28/2014,2014,0,0,0,0,1,0,0,0,671,,2,1,431,0,3,7,1,0,0,0,0,3,4,1,1,0,0,4,0,50,0,2292,67,430,11,,,,,,,
2014,27,6/29/2014,7/5/2014,2014,0,0,2,2,0,0,0,0,888,3,1,1,369,0,2,7,1,0,0,4,0,1,9,0,0,1,0,3,0,40,0,2496,77,495,16,,,,,,,
2014,28,7/6/2014,7/12/2014,2014,0,1,2,0,2,0,0,0,818,1,3,2,430,0,4,5,0,0,0,3,1,0,10,2,2,0,0,4,0,46,0,2629,93,553,14,,,,,,,
2014,29,7/13/2014,7/19/2014,2014,0,0,1,1,3,0,0,0,744,2,1,0,426,0,3,11,1,0,0,2,2,1,6,1,1,0,0,1,0,38,0,2769,98,559,13,,,,,,,
2014,30,7/20/2014,7/26/2014,2014,0,0,0,1,0,0,0,0,633,1,1,2,393,0,3,11,0,0,0,1,1,0,7,3,1,0,1,2,0,35,0,2665,88,532,13,,,,,,,
2014,31,7/27/2014,8/2/2014,2014,0,0,2,1,3,0,0,0,484,,1,1,338,0,0,9,1,0,0,5,0,2,5,3,1,0,1,2,0,42,0,2647,101,652,16,,,,,,,
2014,32,8/3/2014,8/9/2014,2014,0,0,1,3,4,0,0,0,545,,1,0,422,0,4,10,0,0,0,4,0,0,14,2,1,0,0,2,0,35,0,2683,121,563,15,,,,,,,
2014,33,8/10/2014,8/16/2014,2014,0,1,0,3,0,0,0,0,438,,4,3,446,0,2,8,0,0,0,1,1,0,4,1,1,0,0,4,0,40,0,2654,104,513,15,,,,,,,
2014,34,8/17/2014,8/23/2014,2014,0,0,0,2,4,0,0,0,418,,1,0,464,0,3,11,0,0,0,0,1,1,8,2,0,0,0,6,1,34,0,2691,140,521,12,,,,,,,
2014,35,8/24/2014,8/30/2014,2014,0,0,0,1,4,0,0,0,367,,0,2,523,0,3,12,1,0,0,2,2,0,8,0,2,0,1,2,0,36,0,2576,155,525,14,,,,,,,
2014,36,8/31/2014,9/6/2014,2014,0,0,1,4,2,0,0,0,339,,1,1,523,0,0,6,0,0,0,3,0,1,7,2,0,1,0,2,1,29,0,2517,168,485,14,,,,,,,
2014,37,9/7/2014,9/13/2014,2014,0,1,0,1,0,0,0,0,362,,2,0,377,0,0,11,1,0,0,3,2,1,7,1,2,0,0,5,0,44,0,2244,127,425,12,,,,,,,
2014,38,9/14/2014,9/20/2014,2014,0,0,1,2,0,0,0,0,396,1,1,0,502,0,0,7,2,0,0,0,0,1,2,1,0,1,0,2,0,37,0,2283,132,484,13,,,,,,,
2014,39,9/21/2014,9/27/2014,2014,0,1,2,1,1,0,0,0,344,1,0,1,488,0,0,14,0,0,0,1,1,0,9,1,1,0,0,7,0,41,0,2099,121,452,15,,,,,,,
2014,40,9/28/2014,10/4/2014,2014,0,0,0,0,2,0,0,0,339,,2,1,512,0,0,7,0,0,0,4,0,0,4,1,1,0,2,2,0,39,0,1839,99,437,10,,,,,,,
2014,41,10/5/2014,10/11/2014,2014,1,0,1,1,1,0,0,0,278,,2,0,382,0,0,11,0,0,0,1,1,0,3,4,0,0,0,2,0,29,0,2043,108,514,11,,,,,,,
2014,42,10/12/2014,10/18/2014,2014,0,0,1,1,0,0,0,0,297,,1,1,385,0,0,12,0,0,0,2,1,3,12,3,2,0,0,3,0,42,0,1947,89,465,8,,,,,,,
2014,43,10/19/2014,10/25/2014,2014,0,0,0,1,1,0,0,0,213,,1,1,364,0,0,6,0,0,0,1,1,0,8,2,0,0,2,3,0,35,0,2049,84,497,15,,,,,,,
2014,44,10/26/2014,11/1/2014,2014,0,0,0,2,3,0,0,0,186,,1,0,377,0,1,7,0,0,0,10,1,1,4,1,1,0,0,4,0,32,0,2006,85,436,12,,,,,,,
2014,45,11/2/2014,11/8/2014,2014,0,0,0,0,1,0,0,0,168,1,4,0,400,0,0,7,1,0,0,4,1,0,8,2,0,0,0,3,0,37,0,2082,81,422,13,,,,,,,
2014,46,11/9/2014,11/15/2014,2014,0,0,1,1,1,0,0,0,158,,1,0,359,0,0,8,0,0,0,3,0,2,4,0,0,0,0,2,0,42,0,2140,79,411,14,,,,,,,
2014,47,11/16/2014,11/22/2014,2014,0,1,1,1,1,0,0,0,149,,0,1,357,0,0,14,0,0,0,3,0,1,4,0,0,0,0,8,0,34,0,2226,79,405,11,,,,,,,
2014,48,11/23/2014,11/29/2014,2014,0,0,1,1,2,0,0,0,162,,0,1,356,0,0,5,1,0,0,0,0,0,8,0,2,1,0,1,0,24,0,2204,79,391,11,,,,,,,
2014,49,11/30/2014,12/6/2014,2014,0,0,0,0,5,0,0,0,212,,1,1,302,0,0,8,0,0,0,0,1,1,8,0,0,0,0,0,0,29,0,2235,79,420,11,,,,,,,
2014,50,12/7/2014,12/13/2014,2014,0,0,2,0,1,0,0,0,177,,1,1,371,0,1,5,0,0,0,2,1,0,9,0,0,1,2,5,0,22,0,2315,77,418,12,,,,,,,
2014,51,12/14/2014,12/20/2014,2014,0,0,0,1,0,0,0,0,198,,0,0,439,0,0,10,0,0,0,2,0,1,3,2,1,1,0,4,0,27,0,2177,79,410,12,,,,,,,
2014,52,12/21/2014,12/27/2014,2014,0,0,0,2,1,0,0,0,188,,1,0,398,0,1,7,0,0,0,0,0,1,5,0,1,0,0,5,0,27,0,2407,90,410,14,,,,,,,
2015,53,12/28/2014,1/3/2015,2014,0,0,2,1,2,0,0,0,158,,1,0,375,0,1,6,0,0,0,1,0,0,8,2,1,0,0,3,0,29,0,2732,90,476,19,,,,,,,
2013,1,12/30/2012,1/5/2013,2013,0,0,1,4,3,0,0,0,132,2,1,0,148,0,0,10,0,0,0,0,1,0,13,0,4,0,1,7,0,26,0,3022,130,541,19,,,,,,,
2013,2,1/6/2013,1/12/2013,2013,0,1,3,1,3,0,0,0,204,1,1,1,191,0,1,13,1,0,0,0,2,1,15,0,0,0,0,2,0,26,0,3120,110,596,12,,,,,,,
2013,3,1/13/2013,1/19/2013,2013,0,2,4,2,0,0,0,0,219,0,1,1,171,0,0,14,1,0,0,1,1,0,5,0,2,0,1,4,0,26,0,3133,114,569,17,,,,,,,
2013,4,1/20/2013,1/26/2013,2013,0,3,4,0,1,0,0,0,264,3,0,1,172,0,0,13,2,0,0,1,1,2,5,0,1,0,2,1,0,32,0,3190,102,543,14,,,,,,,
2013,5,1/27/2013,2/2/2013,2013,0,1,1,2,1,0,0,0,292,1,0,0,185,0,0,11,1,0,0,1,1,0,7,0,0,0,0,5,0,30,0,3036,102,502,17,,,,,,,
2013,6,2/3/2013,2/9/2013,2013,0,0,2,6,1,0,0,0,322,0,2,2,164,0,0,9,1,0,0,1,1,0,9,0,1,1,0,2,0,28,0,2599,94,475,18,,,,,,,
2013,7,2/10/2013,2/16/2013,2013,0,1,2,1,1,0,0,0,246,1,0,0,181,0,0,3,2,0,0,0,1,0,5,0,1,0,0,3,0,20,0,3033,105,573,21,,,,,,,
2013,8,2/17/2013,2/23/2013,2013,0,0,1,1,2,0,0,0,294,2,1,0,265,0,0,8,1,0,0,1,2,0,13,0,1,0,0,4,0,26,0,2942,115,510,15,,,,,,,
2013,9,2/24/2013,3/2/2013,2013,0,1,2,2,0,0,0,0,247,2,0,2,388,0,0,11,1,0,0,0,1,1,8,0,0,0,0,1,0,32,0,2753,110,469,16,,,,,,,
2013,10,3/3/2013,3/9/2013,2013,0,0,1,0,2,0,0,0,272,1,1,14,478,0,0,10,2,0,0,0,1,0,7,0,0,0,0,3,1,28,0,2713,107,475,14,,,,,,,
2013,11,3/10/2013,3/16/2013,2013,0,0,1,1,3,0,0,0,307,1,2,1,465,0,0,9,0,0,0,0,0,1,7,0,0,0,0,0,0,32,0,2500,101,465,17,,,,,,,
2013,12,3/17/2013,3/23/2013,2013,0,0,0,1,1,0,0,0,305,2,1,3,351,0,0,11,0,0,0,2,0,0,4,0,0,0,0,0,0,31,0,2148,93,365,13,,,,,,,
2013,13,3/24/2013,3/30/2013,2013,0,0,4,5,1,0,0,0,314,2,1,3,350,0,0,9,1,0,0,4,0,0,1,0,2,0,0,8,0,22,0,2343,118,456,18,,,,,,,
2013,14,3/31/2013,4/6/2013,2013,0,2,1,1,1,0,0,0,402,4,3,6,438,0,1,11,1,0,0,1,1,0,8,0,3,0,0,2,0,39,0,2395,106,454,15,,,,,,,
2013,15,4/7/2013,4/13/2013,2013,0,0,1,2,1,0,0,0,491,1,4,14,461,0,0,14,2,0,0,1,0,1,18,0,0,0,0,1,0,32,0,2500,103,461,14,,,,,,,
2013,16,4/14/2013,4/20/2013,2013,0,0,1,1,1,0,0,0,505,4,4,35,504,0,1,17,2,0,0,1,3,0,13,0,0,0,0,2,0,30,0,2688,95,459,16,,,,,,,
2013,17,4/21/2013,4/27/2013,2013,0,1,1,4,2,0,0,0,536,2,2,24,572,0,0,15,0,0,0,1,0,0,7,0,0,0,0,6,0,51,0,2699,95,444,13,,,,,,,
2013,18,4/28/2013,5/4/2013,2013,0,0,2,3,0,0,0,0,547,0,4,19,595,0,2,10,0,0,0,1,0,0,8,0,0,0,0,6,0,25,0,2854,90,492,21,,,,,,,
2013,19,5/5/2013,5/11/2013,2013,0,0,2,3,0,0,0,0,556,2,5,29,627,0,2,11,1,0,0,4,0,1,5,0,0,0,0,0,0,30,0,2747,91,478,14,,,,,,,
2013,20,5/12/2013,5/18/2013,2013,0,1,4,2,3,0,0,0,611,0,2,28,697,0,1,10,1,0,0,2,0,0,8,0,1,0,0,11,1,45,0,2519,90,452,18,,,,,,,
2013,21,5/19/2013,5/25/2013,2013,0,0,3,0,2,0,0,0,637,3,7,15,662,0,1,5,2,0,0,2,0,0,13,0,0,0,0,2,0,27,0,2726,90,452,11,,,,,,,
2013,22,5/26/2013,6/1/2013,2013,0,1,1,0,1,0,0,0,742,4,1,31,774,0,0,10,0,0,0,2,1,0,4,0,0,0,1,3,0,42,0,2733,85,460,13,,,,,,,
2013,23,6/2/2013,6/8/2013,2013,0,0,1,0,2,0,0,0,813,1,1,40,697,0,1,14,0,0,0,0,1,1,11,0,1,0,0,3,0,51,0,2434,76,403,9,,,,,,,
2013,24,6/9/2013,6/15/2013,2013,0,0,5,3,2,0,0,0,805,4,5,39,736,0,0,6,2,0,0,2,1,0,2,0,0,0,0,3,1,32,0,2330,80,378,10,,,,,,,
2013,25,6/16/2013,6/22/2013,2013,0,0,1,0,4,0,0,0,838,4,0,45,581,0,0,10,1,0,0,0,0,0,6,0,0,0,2,0,1,33,0,2755,104,317,13,,,,,,,
2013,26,6/23/2013,6/29/2013,2013,0,0,1,2,1,0,0,0,802,4,5,24,461,0,0,10,2,0,0,3,0,0,2,1,3,0,0,4,1,32,0,2413,91,372,10,,,,,,,
2013,27,6/30/2013,7/6/2013,2013,0,0,3,4,0,0,0,0,676,2,1,26,441,0,0,16,1,0,0,2,0,0,7,0,1,0,1,4,0,30,0,2368,88,501,14,,,,,,,
2013,28,7/7/2013,7/13/2013,2013,0,0,1,1,1,0,0,0,540,1,0,26,482,0,0,12,0,0,0,0,1,1,7,0,0,0,0,2,1,44,0,2371,84,523,15,,,,,,,
2013,29,7/14/2013,7/20/2013,2013,0,0,3,0,1,0,0,0,389,1,7,16,578,0,0,16,1,0,0,1,2,0,10,0,1,1,0,1,0,32,0,2543,88,544,14,,,,,,,
2013,30,7/21/2013,7/27/2013,2013,0,0,2,2,0,0,0,0,305,1,3,20,590,0,1,7,2,0,0,1,1,1,8,1,1,0,0,0,0,30,0,2423,85,525,15,,,,,,,
2013,31,7/28/2013,8/3/2013,2013,0,0,1,1,1,0,0,0,288,1,1,22,659,0,1,17,1,0,0,2,1,0,8,0,1,0,0,4,1,30,0,2476,91,544,20,,,,,,,
2013,32,8/4/2013,8/10/2013,2013,0,1,0,1,0,0,0,0,255,1,7,7,577,0,0,13,0,0,0,0,1,1,7,0,1,0,1,2,0,18,0,2426,91,547,15,,,,,,,
2013,33,8/11/2013,8/17/2013,2013,0,0,1,2,2,0,0,0,378,0,5,26,743,0,0,9,1,0,0,1,1,1,3,0,0,0,0,3,0,28,0,2700,97,586,18,,,,,,,
2013,34,8/18/2013,8/24/2013,2013,0,0,1,0,0,0,0,0,338,3,3,15,798,0,2,9,1,0,0,1,2,0,13,0,1,0,2,3,0,21,0,2565,100,547,22,,,,,,,
2013,35,8/25/2013,8/31/2013,2013,0,0,3,0,0,0,0,0,382,4,2,38,887,0,3,12,0,0,0,1,1,0,4,0,0,0,0,4,0,37,0,2380,88,508,16,,,,,,,
2013,36,9/1/2013,9/7/2013,2013,0,0,2,2,0,0,0,0,449,3,0,42,860,0,1,8,0,0,0,0,1,1,3,0,0,0,1,2,0,38,0,2262,92,455,15,,,,,,,
2013,37,9/8/2013,9/14/2013,2013,0,1,3,0,0,0,0,0,337,2,3,39,960,0,2,4,0,0,0,1,0,1,8,0,0,0,0,2,0,34,0,2211,84,454,15,,,,,,,
2013,38,9/15/2013,9/21/2013,2013,0,0,0,0,2,0,0,0,370,6,3,49,1062,0,0,7,1,0,0,0,0,1,11,0,0,0,0,2,0,46,0,2373,98,515,25,,,,,,,
2013,39,9/22/2013,9/28/2013,2013,0,0,0,2,0,0,0,0,402,4,5,32,1108,0,6,2,1,0,0,1,0,0,6,0,1,0,2,1,0,53,0,2180,91,490,20,,,,,,,
2013,40,9/29/2013,10/5/2013,2013,1,0,2,0,0,0,0,0,439,2,2,17,1077,0,0,4,2,0,0,2,0,0,5,0,3,0,2,5,0,65,0,2301,82,472,21,,,,,,,
2013,41,10/6/2013,10/12/2013,2013,0,1,1,0,0,0,0,0,435,3,0,23,1247,0,2,9,2,0,0,1,0,0,10,0,0,0,0,0,0,46,0,2429,90,453,17,,,,,,,
2013,42,10/13/2013,10/19/2013,2013,0,1,1,1,1,0,0,0,371,3,0,16,1147,0,2,4,0,0,0,2,1,0,0,0,0,0,0,1,2,39,0,2429,86,481,21,,,,,,,
2013,43,10/20/2013,10/26/2013,2013,1,1,1,1,1,0,0,0,495,0,1,21,1029,0,3,3,1,0,0,0,0,1,9,0,0,0,0,4,0,37,0,2401,80,456,18,,,,,,,
2013,44,10/27/2013,11/2/2013,2013,0,0,0,7,0,0,0,0,457,1,0,22,914,0,2,6,1,0,0,2,2,0,6,0,1,0,0,4,0,27,0,2155,77,397,16,,,,,,,
2013,45,11/3/2013,11/9/2013,2013,0,1,0,2,0,0,0,0,401,1,2,31,1002,0,4,4,1,0,0,1,1,1,7,0,1,0,0,3,1,46,0,3018,97,515,19,,,,,,,
2013,46,11/10/2013,11/16/2013,2013,0,0,1,3,0,0,0,0,442,2,1,23,849,0,0,10,1,0,0,1,0,0,12,0,4,0,1,1,0,26,0,2494,86,420,13,,,,,,,
2013,47,11/17/2013,11/23/2013,2013,0,0,1,1,3,0,0,0,365,0,2,36,740,0,1,11,1,0,0,2,1,0,8,0,0,0,0,9,0,29,0,2576,87,387,16,,,,,,,
2013,48,11/24/2013,11/30/2013,2013,0,0,2,1,0,0,0,0,372,0,3,27,607,0,0,6,1,0,0,0,1,0,6,0,0,0,0,3,0,45,0,2363,79,398,14,,,,,,,
2013,49,12/1/2013,12/7/2013,2013,0,0,1,4,2,0,0,0,347,0,1,32,628,0,1,9,2,0,0,1,2,3,8,0,0,0,0,7,0,27,0,2526,91,423,11,,,,,,,
2013,50,12/8/2013,12/14/2013,2013,0,0,0,6,1,0,0,0,380,1,1,23,575,0,0,4,0,0,0,0,0,2,8,0,0,1,0,4,0,33,0,2509,76,396,10,,,,,,,
2013,51,12/15/2013,12/21/2013,2013,0,2,1,0,0,0,0,0,371,0,1,33,542,0,2,10,0,0,0,2,0,0,14,0,0,0,0,4,0,28,0,2458,74,369,8,,,,,,,
2013,52,12/22/2013,12/28/2013,2013,0,1,3,0,1,0,0,0,414,0,3,20,363,0,3,9,0,0,0,1,0,2,6,0,1,0,0,4,0,20,0,2605,88,420,16,,,,,,,
2012,1,1/1/2012,1/7/2012,2012,0,1,6,1,3,0,0,0,74,0,1,0,326,0,2,11,1,0,0,0,0,0,6,0,0,0,2,3,0,26,0,2932,120,491,18,,,,,,,
2012,2,1/8/2012,1/14/2012,2012,0,1,3,2,0,0,0,0,64,2,2,1,346,0,1,10,2,0,0,0,0,0,7,0,1,0,0,3,0,24,0,3189,114,575,19,,,,,,,
2012,3,1/15/2012,1/21/2012,2012,0,1,5,3,0,0,0,0,60,1,2,1,463,0,2,15,4,0,0,0,3,0,9,0,1,0,5,3,0,21,0,3185,106,539,16,,,,,,,
2012,4,1/22/2012,1/28/2012,2012,0,1,1,3,2,0,0,0,50,2,3,0,372,0,0,8,2,0,0,1,1,1,8,0,1,0,0,2,0,12,0,4001,118,615,24,,,,,,,
2012,5,1/29/2012,2/4/2012,2012,0,3,5,2,0,0,0,0,84,1,1,0,444,0,2,12,0,0,0,1,0,0,8,0,0,0,1,5,0,37,0,3356,110,559,18,,,,,,,
2012,6,2/5/2012,2/11/2012,2012,0,2,0,0,4,0,0,0,87,0,2,0,683,0,4,12,2,0,0,1,2,1,5,0,1,0,0,4,0,40,0,3358,111,557,20,,,,,,,
2012,7,2/12/2012,2/18/2012,2012,0,1,2,0,2,0,0,0,65,0,1,0,810,0,1,12,4,0,0,0,0,0,8,0,0,0,0,3,0,29,0,3033,105,529,19,,,,,,,
2012,8,2/19/2012,2/25/2012,2012,0,4,3,0,3,0,0,0,50,1,0,1,989,0,2,18,0,0,0,0,0,0,8,0,1,0,0,3,0,12,0,2953,102,513,21,,,,,,,
2012,9,2/26/2012,3/3/2012,2012,0,4,1,2,0,0,0,0,55,0,0,1,1115,0,1,10,2,0,0,2,0,1,6,0,1,0,3,2,0,27,0,2855,105,505,17,,,,,,,
2012,10,3/4/2012,3/10/2012,2012,0,2,1,2,3,0,0,0,45,1,4,2,1139,0,0,16,0,0,0,3,1,1,12,1,0,0,0,9,0,28,0,2868,95,488,19,,,,,,,
2012,11,3/11/2012,3/17/2012,2012,0,2,1,1,2,0,0,0,64,0,2,0,1011,0,1,8,1,0,0,0,1,1,10,0,1,0,0,2,0,36,0,2615,103,432,15,,,,,,,
2012,12,3/18/2012,3/24/2012,2012,0,1,1,0,2,0,0,0,72,1,2,0,1018,0,1,11,0,0,0,1,2,1,5,0,0,0,3,3,0,26,0,2803,112,507,21,,,,,,,
2012,13,3/25/2012,3/31/2012,2012,0,0,2,1,2,0,0,0,48,0,4,0,1017,0,0,15,2,0,0,2,0,2,14,0,0,0,1,0,0,27,0,2711,106,477,17,,,,,,,
2012,14,4/1/2012,4/7/2012,2012,0,0,1,0,2,0,0,0,52,0,2,0,952,0,0,6,2,0,0,0,0,0,2,0,0,0,1,1,0,27,0,2935,110,486,20,,,,,,,
2012,15,4/8/2012,4/14/2012,2012,0,2,2,0,0,0,0,0,81,1,2,1,1167,0,0,13,2,0,0,0,0,2,12,0,1,0,0,1,0,25,0,3098,98,487,18,,,,,,,
2012,16,4/15/2012,4/21/2012,2012,0,0,0,4,2,0,0,0,77,0,4,1,1387,0,0,15,2,0,0,0,0,1,6,0,1,0,0,2,0,36,0,3056,114,502,19,,,,,,,
2012,17,4/22/2012,4/28/2012,2012,0,2,1,1,1,0,0,0,64,0,2,0,1581,0,1,13,3,0,0,0,1,0,14,0,1,0,0,7,0,27,0,3022,108,478,21,,,,,,,
2012,18,4/29/2012,5/5/2012,2012,0,1,3,0,3,0,0,0,86,2,2,0,1462,0,1,13,2,0,0,3,0,0,2,0,1,0,0,3,0,21,0,3090,106,537,26,,,,,,,
2012,19,5/6/2012,5/12/2012,2012,0,0,2,1,5,0,0,0,96,1,1,1,1607,0,1,19,2,0,0,0,0,0,12,0,0,0,0,1,0,34,0,3100,101,488,21,,,,,,,
2012,20,5/13/2012,5/19/2012,2012,0,3,2,2,4,0,0,0,80,0,2,0,1682,0,0,11,0,0,0,1,0,0,7,0,2,0,1,2,0,28,0,3167,117,481,26,,,,,,,
2012,21,5/20/2012,5/26/2012,2012,1,0,3,2,2,0,0,0,80,0,1,0,1458,0,0,10,1,0,0,1,0,0,6,0,0,0,0,3,0,32,0,2982,95,454,21,,,,,,,
2012,22,5/27/2012,6/2/2012,2012,0,1,1,3,2,0,0,0,81,0,2,0,1105,0,1,5,1,0,0,3,0,1,7,0,1,0,1,3,0,30,0,2719,91,428,19,,,,,,,
2012,23,6/3/2012,6/9/2012,2012,0,1,2,2,0,0,0,0,99,1,3,0,981,0,0,9,1,0,0,2,0,0,7,0,0,0,1,2,0,37,0,2550,93,404,15,,,,,,,
2012,24,6/10/2012,6/16/2012,2012,0,0,2,2,3,0,0,0,87,1,3,0,906,0,1,11,1,0,0,0,0,2,5,0,1,0,0,6,0,27,0,2495,91,416,14,,,,,,,
2012,25,6/17/2012,6/23/2012,2012,0,4,2,2,0,0,0,0,128,1,5,0,794,0,1,7,0,0,0,0,1,1,11,0,0,0,1,4,0,32,0,2381,84,399,20,,,,,,,
2012,26,6/24/2012,6/30/2012,2012,0,3,1,0,2,0,0,0,151,0,7,0,728,0,0,11,2,0,0,1,0,0,4,0,0,0,0,2,0,23,0,2471,101,468,20,,,,,,,
2012,27,7/1/2012,7/7/2012,2012,0,3,3,3,4,0,0,0,140,0,4,0,686,0,1,8,1,0,0,1,0,0,9,0,0,0,1,6,0,27,0,2597,95,498,21,,,,,,,
2012,28,7/8/2012,7/14/2012,2012,1,1,0,2,5,0,0,0,131,1,6,0,681,0,0,12,5,0,0,1,0,0,10,0,0,0,1,2,1,17,0,2949,103,547,16,,,,,,,
2012,29,7/15/2012,7/21/2012,2012,0,1,2,4,4,0,0,0,124,1,9,0,754,0,1,9,0,0,0,1,0,1,4,0,0,0,0,3,0,25,0,3168,98,545,15,,,,,,,
2012,30,7/22/2012,7/28/2012,2012,0,1,0,2,0,0,0,0,110,0,2,0,868,0,0,7,1,0,0,0,0,2,11,0,0,0,0,4,0,28,0,3214,97,565,18,,,,,,,
2012,31,7/29/2012,8/4/2012,2012,0,1,0,4,1,0,0,0,94,0,5,0,748,0,0,11,0,0,0,0,0,1,7,0,0,0,0,2,0,39,0,2980,101,576,16,,,,,,,
2012,32,8/5/2012,8/11/2012,2012,0,0,1,3,0,0,0,0,127,0,4,0,628,0,1,11,1,0,0,2,0,2,1,0,0,0,0,6,0,28,0,2857,108,539,16,,,,,,,
2012,33,8/12/2012,8/18/2012,2012,0,1,3,4,5,0,0,0,115,0,4,0,573,0,0,7,2,0,0,1,0,0,10,0,2,0,0,4,0,33,0,2650,95,539,13,,,,,,,
2012,34,8/19/2012,8/25/2012,2012,0,2,1,2,1,0,0,0,92,0,4,0,497,0,1,15,0,0,0,1,1,0,7,0,2,0,1,3,0,25,0,2669,109,604,19,,,,,,,
2012,35,8/26/2012,9/1/2012,2012,0,2,1,3,0,0,0,0,102,0,1,0,501,0,1,13,3,0,0,2,0,0,11,0,0,0,0,5,0,42,0,2533,94,512,11,,,,,,,
2012,36,9/2/2012,9/8/2012,2012,0,1,0,3,1,0,0,0,75,1,1,0,540,0,0,7,0,0,0,1,0,0,9,0,2,0,0,0,0,28,0,2343,91,400,14,,,,,,,
2012,37,9/9/2012,9/15/2012,2012,0,0,2,3,7,0,0,0,73,1,1,0,567,0,0,10,0,0,0,1,0,1,13,0,0,0,0,3,0,38,0,2619,103,497,13,,,,,,,
2012,38,9/16/2012,9/22/2012,2012,0,0,1,5,2,0,0,0,72,0,5,0,582,0,1,9,0,0,0,4,2,2,15,0,1,0,0,4,0,37,0,2579,92,500,13,,,,,,,
2012,39,9/23/2012,9/29/2012,2012,0,1,0,4,2,0,0,0,99,1,4,0,482,0,2,7,1,0,0,1,2,0,10,0,1,0,0,3,0,35,0,2517,92,498,15,,,,,,,
2012,40,9/30/2012,10/6/2012,2012,0,0,2,1,2,0,0,0,103,1,3,1,437,0,0,10,0,0,0,0,2,0,14,1,2,0,0,4,0,31,0,2575,88,520,13,,,,,,,
2012,41,10/7/2012,10/13/2012,2012,0,0,1,4,2,0,0,0,122,1,3,1,376,0,0,7,0,0,0,2,1,0,12,0,0,0,0,2,0,23,0,2638,87,494,14,,,,,,,
2012,42,10/14/2012,10/20/2012,2012,0,1,1,1,1,0,0,0,105,0,5,2,341,0,0,5,1,0,0,3,0,0,10,0,1,0,0,2,0,24,0,2695,88,507,13,,,,,,,
2012,43,10/21/2012,10/27/2012,2012,0,0,1,3,1,0,0,0,84,0,5,1,325,0,0,7,2,0,0,1,1,0,12,0,2,0,0,2,0,26,0,2768,90,522,13,,,,,,,
2012,44,10/28/2012,11/3/2012,2012,0,0,0,2,1,0,0,0,104,0,1,1,265,0,2,11,2,0,0,1,1,0,13,0,0,0,0,7,0,27,0,2605,100,486,15,,,,,,,
2012,45,11/4/2012,11/10/2012,2012,0,0,3,3,3,0,0,0,99,1,1,0,237,0,3,11,2,0,0,0,0,0,10,0,0,0,0,3,0,33,0,2578,89,477,11,,,,,,,
2012,46,11/11/2012,11/17/2012,2012,0,0,0,2,1,0,0,0,87,1,1,1,238,0,1,5,1,0,0,0,1,0,5,0,0,0,1,1,0,32,0,2581,91,538,14,,,,,,,
2012,47,11/18/2012,11/24/2012,2012,0,0,0,2,2,0,0,0,99,1,1,0,283,0,1,6,0,0,0,1,1,5,8,0,2,0,0,3,0,24,0,2504,99,499,11,,,,,,,
2012,48,11/25/2012,12/1/2012,2012,0,0,2,5,5,0,0,0,80,0,3,0,219,0,0,13,1,0,0,5,0,1,9,0,0,0,0,6,0,35,0,2542,93,484,9,,,,,,,
