EpiYear,Epidemiology Wk,Start,End,year,Cholera,Paratyphoid ,Typhoid ,Acute Viral Hepatitis A,Acute Viral Hepatitis E,Poliomyelitis,Plague,Yellow Fever,Dengue ,DHF,Malaria,Chikungunya,HFMD,Diphtheria,Measles,Mumps  ,Rubella,SARS,Nipah,Acute Viral hepatitis B,Encephalitis,Legionellosis,Campylobacter enteritis,Acute Viral hepatitis C,Leptospirosis,Melioidosis,Meningococcal Infection,Pertussis,Pneumococcal Disease (invasive),Haemophilus influenzae type b,Salmonellosis(non-enteric fevers),Avian Influenza,Zika,Ebola Virus Disease,Japanese Encephalitis,Tetanus,Botulism,Murine Typhus,Acute Upper Respiratory Tract infections,Acute Conjunctivitis,Acute Diarrhoea,Chickenpox
2019,1,12/30/2018,1/5/2019,2019,0,0,2,5,1,0,0,0,205,2,1,1,52,0,0,5,0,0,0,1,0,0,5,0,0,0,0,1,0,0,43,0,0,0,0,0,0,0,3478,123,631,16
2019,2,1/6/2019,1/12/2019,2019,0,2,6,2,0,0,0,0,245,0,0,0,79,0,1,13,0,0,0,1,0,0,5,1,0,1,0,2,2,0,28,0,0,0,0,0,0,1,3291,100,620,15
2019,3,1/13/2019,1/19/2019,2019,0,0,2,1,0,0,0,0,207,8,3,2,69,0,5,7,0,0,0,0,0,0,10,0,0,2,0,0,3,0,55,0,2,0,0,0,0,0,3391,99,633,13
2019,4,1/20/2019,1/26/2019,2019,0,2,2,1,0,0,0,0,221,1,0,1,67,0,2,9,0,0,0,2,0,0,7,1,0,1,1,1,2,0,38,0,0,0,0,0,0,1,3408,96,601,15
2019,5,1/27/2019,2/2/2019,2019,0,0,1,1,0,0,0,0,179,3,1,0,59,0,3,9,0,0,0,0,0,0,6,0,0,1,0,3,6,0,34,0,0,0,0,0,0,0,3428,95,590,11
2019,6,2/3/2019,2/9/2019,2019,0,0,1,3,0,0,0,0,135,3,0,0,48,0,3,6,0,0,0,1,0,1,6,0,0,0,0,1,4,1,30,0,1,0,0,0,0,0,3658,107,755,18
2019,7,2/10/2019,2/16/2019,2019,0,0,1,0,0,0,0,0,232,3,2,0,68,0,4,6,0,0,0,1,0,0,20,0,0,2,1,5,1,0,40,0,0,0,0,0,0,0,3237,97,659,12
2019,8,2/17/2019,2/23/2019,2019,0,0,0,2,2,0,0,0,181,1,0,1,89,0,7,10,0,0,0,1,0,0,9,0,1,1,0,0,4,0,25,0,0,0,0,0,0,0,3063,94,622,14
2019,9,2/24/2019,3/2/2019,2019,0,0,2,1,2,0,0,0,156,1,0,2,69,0,7,6,0,0,0,0,0,0,10,2,0,0,0,4,2,0,50,0,0,0,0,0,0,0,2920,90,589,13
2019,10,3/3/2019,3/9/2019,2019,1,0,0,0,1,0,0,0,133,1,0,0,73,0,3,6,0,0,0,1,0,0,8,2,0,0,0,2,3,0,41,0,1,0,0,0,0,0,2949,107,593,14
2019,11,3/10/2019,3/16/2019,2019,0,0,1,1,1,0,0,0,109,0,0,0,105,0,2,5,0,0,0,2,0,1,11,0,0,0,0,3,3,0,39,0,0,0,0,0,0,0,2881,87,582,13
2019,12,3/17/2019,3/23/2019,2019,0,0,1,0,0,0,0,0,96,1,1,0,68,0,4,9,0,0,0,2,0,0,9,1,0,1,0,2,2,0,42,0,0,0,0,0,0,0,2591,87,507,11
2019,13,3/24/2019,3/30/2019,2019,0,0,2,1,1,0,0,0,99,1,1,1,85,0,1,12,0,0,0,1,0,0,6,0,1,2,0,2,4,0,66,0,0,0,0,0,0,0,2687,84,584,13
2019,14,3/31/2019,4/6/2019,2019,0,0,0,2,4,0,0,0,108,0,0,0,91,0,1,9,0,0,0,1,0,1,7,1,0,0,0,1,1,0,72,0,0,0,0,0,0,0,2834,85,609,11
2019,15,4/7/2019,4/13/2019,2019,0,0,1,2,0,0,0,0,125,0,2,0,115,0,0,17,0,0,0,0,0,1,7,1,0,2,0,0,0,0,36,0,0,0,0,0,0,0,2870,84,586,14
2019,16,4/14/2019,4/20/2019,2019,0,0,0,0,0,0,0,0,134,1,1,0,107,0,0,7,0,0,0,2,0,1,2,0,0,0,0,1,2,0,42,0,0,0,0,0,0,0,2995,91,614,15
2019,17,4/21/2019,4/27/2019,2019,0,0,0,1,0,0,0,0,156,1,0,1,98,0,1,5,0,0,0,0,0,0,13,0,3,1,0,3,2,0,37,0,0,0,0,0,0,0,2963,84,645,12
2019,18,4/28/2019,5/4/2019,2019,0,2,1,3,0,0,0,0,192,2,0,0,84,0,3,6,0,0,0,0,0,0,5,0,1,1,0,0,1,0,36,0,0,0,0,0,0,0,3224,90,684,15
2019,19,5/5/2019,5/11/2019,2019,0,0,1,1,2,0,0,0,287,0,0,0,99,0,1,13,0,0,0,0,0,0,15,2,3,3,0,3,4,1,41,0,1,0,0,0,0,0,3184,83,643,11
2019,20,5/12/2019,5/18/2019,2019,0,0,2,0,0,0,0,0,307,2,1,0,130,0,2,11,0,0,0,2,0,0,11,0,0,1,0,1,5,0,40,0,0,0,0,0,0,0,3060,91,674,15
2019,21,5/19/2019,5/25/2019,2019,0,0,1,1,0,0,0,0,376,2,0,0,91,0,4,10,0,0,0,0,0,1,12,1,0,2,0,0,3,0,55,0,0,0,0,0,0,0,3210,85,675,13
2019,22,5/26/2019,6/1/2019,2019,0,0,1,1,0,0,0,0,400,1,0,0,131,0,1,8,0,0,0,1,0,1,9,0,0,0,0,1,2,0,40,0,0,0,0,0,0,0,3017,79,637,13
2019,23,6/2/2019,6/8/2019,2019,0,0,2,0,1,0,0,0,396,4,1,6,89,0,2,8,0,0,0,0,0,0,14,0,0,1,0,0,3,0,41,0,0,0,0,0,0,0,2824,88,640,12
2019,24,6/9/2019,6/15/2019,2019,0,1,1,0,0,0,0,0,464,3,1,3,115,0,5,8,0,0,0,1,0,1,17,0,0,0,0,2,4,0,43,0,0,0,0,0,0,0,2797,85,513,9
2019,25,6/16/2019,6/22/2019,2019,0,0,0,0,1,0,0,0,430,3,0,1,145,0,7,5,0,0,0,0,0,3,16,0,0,0,0,1,1,0,37,0,0,0,0,0,0,0,2824,87,554,12
2019,26,6/23/2019,6/29/2019,2019,0,0,1,1,1,0,0,0,492,5,1,1,143,0,7,6,0,0,0,0,0,2,6,0,0,2,0,2,3,0,33,0,0,0,0,0,0,0,2957,85,593,13
2019,27,6/30/2019,7/6/2019,2019,0,0,0,3,0,0,0,0,591,2,1,1,126,0,8,6,0,0,0,1,0,0,12,1,0,2,0,1,4,1,43,0,0,0,0,0,0,2,3182,87,679,13
2019,28,7/7/2019,7/13/2019,2019,0,0,0,0,0,0,0,0,661,2,1,3,135,0,10,5,0,0,0,1,0,1,8,0,0,2,1,1,4,0,31,0,2,0,0,0,0,0,3312,85,726,12
2019,29,7/14/2019,7/20/2019,2019,1,1,0,0,1,0,0,0,644,2,0,1,129,0,17,10,0,0,0,2,0,0,12,0,1,2,0,1,7,0,47,0,0,0,0,0,0,0,3290,84,697,14
2019,30,7/21/2019,7/27/2019,2019,0,0,2,4,2,0,0,0,601,4,0,3,115,0,9,8,0,0,0,0,0,0,7,0,0,1,0,1,2,0,29,0,0,0,0,0,0,0,3256,89,751,14
2019,31,7/28/2019,8/3/2019,2019,0,0,5,0,1,0,0,0,597,2,0,3,114,0,10,7,0,0,0,1,0,0,7,0,0,1,0,2,4,0,37,0,0,0,0,0,0,0,3102,75,744,10
2019,32,8/4/2019,8/10/2019,2019,0,0,11,2,0,0,0,0,521,2,0,0,97,0,1,6,0,0,0,0,0,0,5,0,1,2,0,2,3,0,32,0,0,0,0,0,0,0,2837,71,696,12
2019,33,8/11/2019,8/17/2019,2019,0,0,2,2,0,0,0,0,522,2,0,1,97,0,3,8,0,0,0,0,0,0,19,0,0,0,0,0,2,0,35,0,0,0,0,0,0,0,2794,81,727,13
2019,34,8/18/2019,8/24/2019,2019,0,0,3,1,2,0,0,0,474,0,0,6,90,0,2,7,0,0,0,1,0,0,9,0,2,0,2,2,4,0,38,0,0,0,0,0,0,0,2621,85,729,13
2019,35,8/25/2019,8/31/2019,2019,0,1,3,3,0,0,0,0,412,2,0,1,103,0,5,11,0,0,0,2,0,0,7,0,0,0,0,3,2,0,31,0,0,0,0,0,0,0,2510,77,672,12
2019,36,9/1/2019,9/7/2019,2019,0,0,0,0,1,0,0,0,326,1,0,1,97,0,2,8,0,0,0,1,0,0,6,0,0,0,0,0,4,0,36,0,0,0,0,0,0,0,2393,73,610,11
2019,37,9/8/2019,9/14/2019,2019,0,0,1,1,2,0,0,0,314,3,1,2,117,0,2,8,0,0,0,0,0,2,8,1,1,0,0,1,2,0,29,0,3,0,0,0,0,0,2286,79,539,11
2019,38,9/15/2019,9/21/2019,2019,0,0,0,2,1,0,0,0,299,2,2,2,100,0,0,7,0,0,0,0,0,0,9,0,0,0,1,0,1,0,38,0,1,0,0,0,0,0,2720,89,571,15
2019,39,9/22/2019,9/28/2019,2019,0,0,1,2,0,0,0,0,258,3,0,1,104,0,2,8,0,0,0,1,0,1,6,0,1,0,0,1,1,0,43,0,0,0,0,0,0,0,2564,88,578,11
2019,40,9/29/2019,10/5/2019,2019,0,0,2,0,2,0,0,0,243,3,0,2,88,0,0,7,0,0,0,1,0,0,6,0,0,1,0,2,2,0,45,0,0,0,0,0,0,0,2619,71,572,13
2019,41,10/6/2019,10/12/2019,2019,0,0,0,1,0,0,0,0,227,1,2,4,105,0,2,6,0,0,0,0,0,0,8,1,1,0,0,0,2,0,37,0,0,0,0,0,0,0,2848,82,566,6
2019,42,10/13/2019,10/19/2019,2019,0,0,0,1,0,0,0,0,239,0,0,0,92,0,0,8,0,0,0,0,0,0,14,0,0,0,0,0,1,0,43,0,0,0,0,0,0,1,2987,83,565,13
2019,43,10/20/2019,10/26/2019,2019,0,0,1,2,1,0,0,0,241,1,0,1,124,0,0,11,0,0,0,1,0,0,4,1,1,0,0,1,1,0,36,0,1,0,0,0,0,0,2952,78,585,9
2019,44,10/27/2019,11/2/2019,2019,0,0,0,1,0,0,0,0,306,2,2,1,93,0,1,12,0,0,0,0,0,0,6,0,0,2,0,0,4,0,35,0,0,0,0,0,0,0,3208,83,627,13
2019,45,11/3/2019,11/9/2019,2019,0,0,1,3,2,0,0,0,321,1,0,0,82,0,0,10,0,0,0,0,0,3,20,0,4,2,0,0,2,0,52,0,0,0,0,0,0,0,3156,83,586,9
2019,46,11/10/2019,11/16/2019,2019,0,0,1,2,1,0,0,0,372,1,0,0,95,0,0,8,0,0,0,0,0,0,9,0,1,0,0,0,1,1,33,0,0,0,0,0,0,0,3115,80,581,13
2019,47,11/17/2019,11/23/2019,2019,0,1,2,1,2,0,0,0,328,2,2,1,98,0,1,5,0,0,0,1,0,0,11,1,0,2,0,0,4,0,37,0,0,0,0,0,0,0,3101,77,559,10
2019,48,11/24/2019,11/30/2019,2019,0,1,1,1,0,0,0,0,295,0,1,0,111,0,0,10,0,0,0,1,0,2,10,1,1,0,1,0,2,0,35,0,0,0,0,0,0,0,2966,80,542,9
2019,49,12/1/2019,12/7/2019,2019,0,1,0,2,1,0,0,0,280,1,0,4,97,0,1,11,1,0,0,1,0,0,8,0,0,0,0,0,3,0,35,0,0,0,0,0,0,0,2966,83,526,7
2019,50,12/8/2019,12/14/2019,2019,0,0,5,0,1,0,0,0,257,0,2,0,97,0,0,3,0,,0,0,0,0,3,0,1,0,1,2,0,0,34,0,0,0,0,0,0,0,3062,88,490,10
2019,51,12/15/2019,12/21/2019,2019,0,0,0,2,2,0,0,0,226,0,1,1,63,0,0,10,0,0,0,1,0,1,5,0,2,3,0,1,3,0,36,0,0,0,0,0,0,0,3050,83,511,9
2019,52,12/22/2019,12/28/2019,2019,0,0,0,0,0,0,0,0,290,0,2,2,75,0,0,6,1,0,0,0,0,0,19,1,0,1,0,0,2,0,33,0,0,0,0,0,0,1,3701,99,598,18
2018,1,12/31/2017,12/31/1899,2018,0,1,1,1,0,0,0,0,83,0,2,0,326,0,1,6,0,0,0,1,0,0,6,0,0,1,0,2,1,0,27,0,0,0,0,0,0,0,3158,103,580,24
2018,2,1/7/2018,1/13/2018,2018,0,1,1,1,1,0,0,0,68,0,1,0,478,0,1,13,0,0,0,2,0,0,8,0,0,1,1,3,3,0,33,0,0,0,0,0,0,0,3632,93,604,17
2018,3,1/14/2018,1/20/2018,2018,0,0,0,1,1,0,0,0,54,0,0,0,542,0,2,11,0,0,0,1,0,0,4,0,1,1,0,2,5,0,28,0,1,0,0,0,0,0,4234,96,583,20
2018,4,1/21/2018,1/27/2018,2018,0,1,3,0,2,0,0,0,45,0,0,0,645,0,0,12,0,0,0,1,0,2,9,0,1,0,0,2,0,0,23,0,0,0,0,1,0,0,4048,91,607,19
2018,5,1/28/2018,2/3/2018,2018,1,0,0,1,0,0,0,0,48,0,0,0,757,0,1,17,0,0,0,1,0,0,9,0,0,1,0,0,2,0,26,0,0,0,0,0,1,0,3960,109,583,17
2018,6,2/4/2018,2/10/2018,2018,0,1,1,1,1,0,0,0,50,0,0,0,699,0,0,11,0,0,0,0,0,0,4,1,0,1,0,4,2,0,22,0,0,0,0,0,0,0,3983,114,560,18
2018,7,2/11/2018,2/17/2018,2018,0,0,0,2,2,0,0,0,28,0,0,0,546,0,2,2,0,0,0,0,0,0,4,0,1,0,0,2,3,0,13,0,0,0,0,0,0,0,3911,109,543,16
2018,8,2/18/2018,2/24/2018,2018,0,0,2,2,2,0,0,0,38,1,1,0,668,0,0,8,0,0,0,0,0,0,8,2,0,1,0,1,4,0,14,0,0,0,0,0,0,0,3513,117,585,18
2018,9,2/25/2018,3/3/2018,2018,0,1,1,0,3,0,0,0,51,0,0,1,780,0,1,10,0,0,0,2,0,0,4,0,0,0,1,4,3,0,32,0,0,0,0,0,0,1,3174,101,572,23
2018,10,3/4/2018,3/10/2018,2018,0,0,0,1,0,0,0,0,37,0,0,0,1105,0,2,5,0,0,0,2,0,0,4,0,0,0,0,0,4,0,32,0,0,0,0,0,0,0,3012,104,550,21
2018,11,3/11/2018,3/17/2018,2018,0,0,0,2,1,0,0,0,37,2,2,0,946,0,1,11,0,0,0,1,0,0,4,1,1,0,1,0,3,0,32,0,0,0,0,0,0,1,2694,95,498,17
2018,12,3/18/2018,3/24/2018,2018,0,0,0,2,1,0,0,0,36,0,1,0,983,0,0,11,0,0,0,0,0,0,12,0,1,2,0,6,2,0,30,0,0,0,0,0,0,0,2806,112,552,15
2018,13,3/25/2018,3/31/2018,2018,0,0,0,1,1,0,0,0,24,0,0,0,843,0,1,10,0,0,0,2,0,0,11,1,1,0,0,1,2,0,22,0,0,0,0,0,0,0,2797,109,532,21
2018,14,4/1/2018,4/7/2018,2018,0,0,3,1,3,0,0,0,38,0,0,0,1010,0,2,12,0,0,0,0,0,1,10,1,1,0,0,5,0,0,32,0,0,0,0,0,0,1,2968,104,565,19
2018,15,4/8/2018,4/14/2018,2018,0,0,0,2,2,0,0,0,38,0,1,0,985,0,2,10,0,0,0,1,0,0,13,0,2,1,0,5,1,0,31,0,0,0,0,0,0,0,2959,101,601,16
2018,16,4/15/2018,4/21/2018,2018,0,1,1,1,2,0,0,0,56,0,1,0,996,0,1,11,0,0,0,1,0,0,4,2,0,0,1,4,1,0,33,0,0,0,0,0,0,0,2984,91,575,19
2018,17,4/22/2018,4/28/2018,2018,0,0,0,0,3,0,0,0,55,1,1,0,1066,0,3,8,0,0,0,2,0,0,5,0,1,0,0,3,2,1,27,0,0,0,0,0,0,0,3044,89,568,15
2018,18,4/29/2018,5/5/2018,2018,0,0,0,1,0,0,0,0,74,3,1,0,971,0,0,16,1,0,0,1,0,0,6,0,0,3,0,2,4,0,41,0,0,0,0,0,0,1,3249,99,574,22
2018,19,5/6/2018,5/12/2018,2018,0,0,1,2,1,0,0,0,62,0,1,0,1159,0,0,10,0,0,0,1,0,2,9,0,3,1,0,5,2,0,36,0,0,0,0,0,0,0,3131,90,575,13
2018,20,5/13/2018,5/19/2018,2018,0,0,0,3,1,0,0,0,63,1,1,1,1022,0,1,16,0,0,0,0,0,0,6,0,2,0,0,1,2,1,40,0,0,0,0,0,0,0,3075,90,598,13
2018,21,5/20/2018,5/26/2018,2018,0,1,0,0,3,0,0,0,64,1,0,0,1086,0,3,15,0,0,0,1,0,3,7,0,1,0,0,3,4,0,40,0,0,0,0,0,0,1,3089,95,609,14
2018,22,5/27/2018,6/2/2018,2018,0,0,0,3,0,0,0,0,52,2,0,1,849,0,0,10,0,0,0,0,0,0,9,0,1,0,0,1,4,0,47,0,0,0,0,0,0,0,3023,89,563,12
2018,23,6/3/2018,6/9/2018,2018,0,0,0,3,0,0,0,0,75,0,1,1,873,0,1,9,0,0,0,2,0,1,3,0,1,1,0,3,1,1,47,0,0,0,0,0,0,0,2701,89,524,11
2018,24,6/10/2018,6/16/2018,2018,0,0,1,3,1,0,0,0,55,0,0,0,735,0,0,8,0,0,0,0,0,0,10,0,2,0,0,4,5,0,31,0,0,0,0,0,0,0,2403,74,466,15
2018,25,6/17/2018,6/23/2018,2018,0,0,0,1,1,0,0,0,59,2,1,0,716,0,0,9,0,0,0,3,0,0,8,0,4,0,0,1,3,0,39,0,0,0,0,0,0,2,2597,81,534,11
2018,26,6/24/2018,6/30/2018,2018,0,0,1,0,1,0,0,0,75,1,1,0,889,0,0,7,0,0,0,0,0,0,8,0,1,1,0,1,1,0,30,0,0,0,0,0,0,0,2987,87,603,16
2018,27,7/1/2018,7/7/2018,2018,0,1,1,7,2,0,0,0,56,2,1,0,1071,0,0,12,0,0,0,1,0,0,8,0,0,0,1,2,4,0,42,0,0,0,0,0,0,0,3173,94,592,15
2018,28,7/8/2018,7/14/2018,2018,0,0,1,1,2,0,0,0,44,0,2,1,1140,0,0,9,1,0,0,3,0,0,9,1,1,1,0,1,4,0,22,0,0,0,0,0,0,0,3384,94,649,19
2018,29,7/15/2018,7/21/2018,2018,0,1,2,1,0,0,0,0,41,0,0,0,1136,0,1,12,0,0,0,0,0,0,7,1,0,0,0,4,4,0,22,0,0,0,0,0,0,0,3202,85,634,16
2018,30,7/22/2018,7/28/2018,2018,0,0,1,1,0,0,0,0,56,0,0,1,1177,0,0,8,0,0,0,0,0,2,7,0,0,0,1,3,4,0,37,0,0,0,0,0,0,0,3033,89,624,15
2018,31,7/29/2018,8/4/2018,2018,0,0,0,0,1,0,0,0,50,1,0,0,1249,0,1,12,2,0,0,1,0,1,13,0,0,1,0,1,0,0,32,0,0,0,0,0,0,0,3006,81,647,16
2018,32,8/5/2018,8/11/2018,2018,0,1,2,1,0,0,0,0,59,0,0,0,1050,0,0,7,0,0,0,0,0,0,11,0,2,0,0,1,0,0,30,0,0,0,0,0,0,0,2890,88,611,16
2018,33,8/12/2018,8/18/2018,2018,0,1,2,1,1,0,0,0,42,1,1,0,1038,0,0,7,2,0,0,2,0,0,12,0,0,0,0,1,2,0,23,0,0,0,0,0,0,0,2873,85,607,17
2018,34,8/19/2018,8/25/2018,2018,1,1,2,4,0,0,0,0,66,2,1,0,796,0,0,7,1,0,0,1,0,0,7,0,0,1,0,3,3,0,31,0,0,0,0,0,0,2,2816,95,649,14
2018,35,8/26/2018,9/1/2018,2018,0,0,1,1,0,0,0,0,75,0,0,0,684,0,2,9,1,0,0,0,0,1,9,0,0,1,0,0,4,0,23,0,0,0,0,0,0,0,2519,76,566,10
2018,36,9/2/2018,9/8/2018,2018,0,0,2,1,3,0,0,0,75,1,0,0,474,0,0,4,0,0,0,0,0,1,4,0,1,1,0,1,3,0,38,0,0,0,0,0,0,0,2422,68,499,13
2018,37,9/9/2018,9/15/2018,2018,0,0,0,2,2,0,0,0,49,0,0,0,594,0,0,10,1,0,0,0,0,0,13,0,1,0,0,0,3,0,30,0,0,0,0,0,0,0,2893,82,593,16
2018,38,9/16/2018,9/22/2018,2018,0,0,0,0,1,0,0,0,63,0,1,0,568,0,0,8,0,0,0,1,0,0,12,0,2,1,0,1,3,0,34,0,0,0,0,0,0,0,2845,87,606,13
2018,39,9/23/2018,9/29/2018,2018,0,1,1,1,0,0,0,0,40,0,2,0,622,0,0,7,1,0,0,1,0,2,11,2,0,0,0,2,2,0,28,0,0,0,0,0,0,0,2767,79,571,15
2018,40,9/30/2018,10/6/2018,2018,0,0,0,2,0,0,0,0,51,0,1,0,586,0,0,9,0,0,0,2,0,0,8,0,0,3,0,2,2,1,30,0,0,0,0,0,0,1,2659,83,578,15
2018,41,10/7/2018,10/13/2018,2018,0,0,2,0,1,0,0,0,51,0,1,0,547,0,0,8,0,0,0,1,0,0,8,0,1,1,1,4,3,0,36,0,0,0,0,0,0,0,2656,76,577,15
2018,42,10/14/2018,10/20/2018,2018,0,0,2,0,0,0,0,0,60,2,1,0,543,0,1,10,0,0,0,4,0,0,8,0,1,1,0,1,3,0,36,0,0,0,0,0,0,1,2904,81,620,12
2018,43,10/21/2018,10/27/2018,2018,0,0,0,1,3,0,0,0,78,0,0,2,561,0,0,5,0,0,0,1,0,0,10,1,1,2,0,2,3,0,40,0,0,0,0,0,0,1,2947,79,616,14
2018,44,10/28/2018,11/3/2018,2018,0,0,3,0,0,0,0,0,75,0,2,2,565,0,0,6,0,0,0,0,0,0,6,1,1,2,0,0,1,0,44,0,0,0,0,0,0,0,3016,82,584,15
2018,45,11/4/2018,11/10/2018,2018,0,0,0,1,1,0,0,0,71,0,0,0,528,0,1,11,0,0,0,1,0,2,11,0,2,2,1,0,3,0,34,0,0,0,0,0,0,0,3321,97,615,19
2018,46,11/11/2018,11/17/2018,2018,0,0,1,0,1,0,0,0,78,0,1,0,587,0,0,2,0,0,0,2,0,2,12,0,0,1,0,1,4,0,37,0,0,0,0,0,0,1,3272,84,593,12
2018,47,11/18/2018,11/24/2018,2018,0,1,1,0,0,0,0,0,97,0,0,0,607,0,2,10,0,0,0,0,0,0,9,0,1,0,0,2,1,0,31,0,0,0,0,0,0,1,3386,93,568,14
2018,48,11/25/2018,12/1/2018,2018,0,0,2,0,1,0,0,0,109,0,0,4,533,0,1,7,0,0,0,1,0,1,11,0,1,1,0,3,1,0,21,0,0,0,0,0,0,0,3295,91,543,12
2018,49,12/2/2018,12/8/2018,2018,0,0,0,2,0,0,0,0,114,1,1,1,500,0,0,3,0,0,0,1,0,0,7,0,0,2,0,2,3,0,31,0,0,0,0,0,0,0,3138,101,543,10
2018,50,12/9/2018,12/15/2018,2018,0,1,0,6,0,0,0,0,107,1,0,0,461,0,0,10,0,0,0,1,0,0,9,1,0,1,1,3,2,1,27,0,0,0,0,0,0,0,3036,81,509,7
2018,51,12/16/2018,12/22/2018,2018,0,0,1,6,0,0,0,0,127,1,2,0,486,0,0,4,0,0,0,1,0,0,15,0,1,0,0,1,1,0,33,0,0,0,0,0,0,0,2915,85,502,10
2018,52,12/23/2018,12/29/2018,2018,0,1,0,1,1,0,0,0,160,0,2,0,439,0,0,9,0,0,0,1,0,1,5,0,2,0,0,2,3,0,24,0,0,0,0,0,0,1,3420,107,590,16
2017,1,1/1/2017,1/7/2017,2017,0,3,3,2,3,0,0,0,70,0,0,0,501,0,3,6,0,0,0,2,0,0,7,1,2,2,0,1,1,1,48,0,0,0,0,0,0,0,2721,106,518,20
2017,2,1/8/2017,1/14/2017,2017,0,1,4,0,1,0,0,0,90,1,0,0,588,0,4,15,0,0,0,1,0,0,7,0,0,2,0,3,2,0,43,0,0,0,0,0,0,0,2864,91,543,17
2017,3,1/15/2017,1/21/2017,2017,0,0,3,2,2,0,0,0,73,1,1,0,599,0,3,12,0,0,0,0,0,0,4,0,0,0,0,0,3,0,38,0,1,0,0,0,0,0,3060,91,558,16
2017,4,1/22/2017,1/28/2017,2017,0,0,2,1,0,0,0,0,63,0,0,0,492,0,1,7,1,0,0,1,0,0,11,0,1,1,0,0,1,0,33,0,0,0,0,0,0,0,3002,82,509,13
2017,5,1/29/2017,2/4/2017,2017,0,1,6,1,2,0,0,0,62,0,0,0,572,0,0,12,0,0,0,2,0,0,12,1,1,1,1,2,5,2,44,0,0,0,0,0,0,0,3521,98,583,17
2017,6,2/5/2017,2/11/2017,2017,0,0,0,5,0,0,0,0,77,0,1,0,669,0,1,15,0,0,0,1,0,0,4,0,2,2,0,7,4,0,33,0,2,0,1,0,0,0,3352,99,587,18
2017,7,2/12/2017,2/18/2017,2017,0,0,4,0,0,0,0,0,51,2,0,0,692,0,4,9,1,0,0,1,0,0,3,1,2,2,1,0,2,0,25,0,1,0,0,0,0,0,3316,105,561,17
2017,8,2/19/2017,2/25/2017,2017,0,1,0,0,0,0,0,0,54,0,0,0,762,0,3,9,1,0,0,2,0,0,10,1,0,0,0,0,6,0,46,0,0,0,0,0,0,1,2993,99,536,18
2017,9,2/26/2017,3/4/2017,2017,0,0,1,2,2,0,0,0,41,0,0,1,855,0,1,12,0,0,0,2,0,1,6,0,1,0,0,2,4,0,45,0,1,0,0,0,0,0,3008,95,527,14
2017,10,3/5/2017,3/11/2017,2017,0,0,0,0,1,0,0,0,32,0,1,0,943,0,2,11,0,0,0,1,0,1,8,0,1,0,0,2,2,0,32,0,0,0,0,0,0,0,3038,112,533,16
2017,11,3/12/2017,3/18/2017,2017,0,0,1,2,0,0,0,0,34,1,1,0,797,0,1,14,0,0,0,0,0,0,8,0,1,3,0,2,2,0,31,0,0,0,0,0,0,0,2711,100,428,14
2017,12,3/19/2017,3/25/2017,2017,0,0,0,2,3,0,0,0,32,0,0,2,790,0,2,8,0,0,0,0,0,1,7,0,0,1,0,0,3,0,63,0,1,0,0,0,0,1,2977,124,515,17
2017,13,3/26/2017,4/1/2017,2017,0,0,0,3,2,0,0,0,49,1,0,0,663,0,4,12,0,0,0,0,0,2,7,0,0,1,1,0,5,0,45,0,2,0,0,0,0,0,2839,113,486,16
2017,14,4/2/2017,4/8/2017,2017,0,0,2,2,1,0,0,0,37,0,1,1,695,0,3,13,0,0,0,0,0,0,9,0,1,0,1,2,0,1,33,0,5,0,0,0,0,0,3023,98,531,16
2017,15,4/9/2017,4/15/2017,2017,0,0,1,2,1,0,0,0,32,0,1,0,654,0,2,7,0,0,0,0,0,0,4,0,1,0,1,1,2,0,42,0,5,0,0,0,0,0,3164,99,548,22
2017,16,4/16/2017,4/22/2017,2017,0,0,1,4,0,0,0,0,51,0,2,0,762,0,2,12,0,0,0,0,0,0,8,1,2,2,0,0,2,0,31,0,5,0,0,0,0,0,3202,99,546,16
2017,17,4/23/2017,4/29/2017,2017,0,0,1,4,2,0,0,0,37,0,0,0,752,0,0,7,1,0,0,0,0,0,11,0,1,0,0,0,0,0,32,0,7,0,0,0,0,0,3189,95,566,18
2017,18,4/30/2017,5/6/2017,2017,0,1,1,2,0,0,0,0,42,0,2,0,755,0,0,13,1,0,0,0,0,1,6,0,0,1,0,1,1,0,43,0,3,0,0,0,0,0,3452,108,542,21
2017,19,5/7/2017,5/13/2017,2017,0,1,0,1,0,0,0,0,48,0,0,0,732,0,0,8,1,0,0,1,0,1,9,0,1,2,0,0,4,0,38,0,1,0,0,0,0,0,3645,103,596,19
2017,20,5/14/2017,5/20/2017,2017,0,0,0,2,2,0,0,0,48,2,0,1,793,0,2,7,0,0,0,1,0,1,10,0,1,1,0,0,3,0,40,0,1,0,0,0,0,0,3500,88,565,15
2017,21,5/21/2017,5/27/2017,2017,0,1,0,1,0,0,0,0,50,0,2,0,789,0,2,10,1,0,0,0,0,0,9,0,2,0,0,0,6,0,44,0,4,0,0,0,0,0,3440,84,548,14
2017,22,5/28/2017,6/3/2017,2017,1,0,2,3,1,0,0,0,66,0,0,0,713,0,0,8,0,0,0,0,0,1,7,0,3,2,0,1,10,1,65,0,3,0,0,0,0,0,3241,84,484,10
2017,23,6/4/2017,6/10/2017,2017,0,0,0,1,1,0,0,0,62,0,0,2,607,0,2,9,0,0,0,0,0,0,9,1,2,1,0,3,3,0,36,0,1,0,0,0,0,0,2842,87,468,14
